0.014303	0.040901	0.012458
0.012657	0.014349	0.008267
0.015123	0.099715	0.011020
0.011415	0.250415	0.050349
0.011573	0.255937	0.028039
0.012691	0.251074	0.081068
0.013323	0.228605	0.061840
0.013817	0.275559	0.012108
0.011881	0.309549	0.027165
0.015915	0.337194	0.027527
0.010267	0.299156	0.007715
0.013350	0.361612	0.011588
0.015407	0.417377	0.011458
0.011873	0.559901	0.009761
0.013103	0.584489	0.013444
0.011994	0.676096	0.007431
0.014879	0.630973	0.028285
0.015024	0.659854	0.036022
0.011936	0.726988	0.039111
0.009887	0.718197	0.008502
0.011822	0.790876	0.010038
0.014304	0.929359	0.046138
0.009447	0.920277	0.007366
0.011367	0.859924	0.010853
0.017526	0.963441	0.013730
0.014811	0.069914	0.012355
0.015834	0.158847	0.038152
0.010792	0.183662	0.053998
0.010850	0.196598	0.008212
0.011334	0.242454	0.009622
0.011879	0.219305	0.008800
0.016877	0.200657	0.077229
0.014290	0.375813	0.035275
0.013385	0.434992	0.051022
0.013637	0.388481	0.010504
0.011057	0.400763	0.031900
0.013158	0.465509	0.011758
0.010198	0.442603	0.008242
0.010060	0.436967	0.027674
0.011633	0.489803	0.007404
0.012736	0.610036	0.010327
0.008613	0.630569	0.004890
0.009920	0.698413	0.009042
0.011027	0.738840	0.011625
0.015196	0.680704	0.057760
0.011702	0.822123	0.007834
0.009414	0.897097	0.007021
0.007735	0.841441	0.006295
0.018458	0.837431	0.058847
0.015521	0.983898	0.067924
0.011282	0.991244	0.006579
0.006432	0.812585	0.060253
0.008162	0.050151	0.049519
0.015428	0.118351	0.035110
0.011974	0.173980	0.010716
0.011597	0.126296	0.009356
0.011924	0.185774	0.031435
0.015080	0.229985	0.033497
0.014132	0.291411	0.045557
0.006094	0.291998	0.023323
0.014174	0.319025	0.051427
0.010707	0.320089	0.007259
0.016110	0.403504	0.058856
0.007305	0.342084	0.004917
0.008541	0.419983	0.035200
0.011741	0.512670	0.011466
0.012033	0.536114	0.008198
0.012488	0.570556	0.034904
0.012866	0.651419	0.009585
0.016778	0.600989	0.038324
0.009341	0.710308	0.025982
0.013597	0.687784	0.029980
0.014666	0.764497	0.011849
0.011777	0.837667	0.025403
0.009657	0.951804	0.038127
0.011338	0.935633	0.021312
0.012446	0.973536	0.041923
0.009970	0.990741	0.027665
0.008882	0.994407	0.046043
0.010869	0.031399	0.052285
0.009638	0.059360	0.034342
0.015789	0.135802	0.060857
0.012220	0.149898	0.011602
0.012809	0.206405	0.048215
0.009592	0.206539	0.025952
0.008577	0.268992	0.043206
0.013594	0.271886	0.065135
0.015220	0.342478	0.069075
0.015329	0.372683	0.064707
0.013586	0.458412	0.037523
0.016447	0.480460	0.057839
0.013427	0.509845	0.062551
0.011916	0.482804	0.029757
0.012971	0.506878	0.035840
0.013326	0.552455	0.053876
0.016642	0.608297	0.070877
0.014552	0.740181	0.083081
0.010733	0.748202	0.031266
0.016776	0.773565	0.041875
0.019004	0.808546	0.035200
0.013986	0.908307	0.027442
0.008473	0.879263	0.006713
0.013386	0.955932	0.060712
0.013347	0.986887	0.096551
0.010272	0.023169	0.029424
0.008671	0.041112	0.035372
0.017554	0.085815	0.040485
0.009051	0.089721	0.066798
0.012827	0.163724	0.066361
0.013387	0.148099	0.087355
0.019584	0.278792	0.097527
0.010243	0.354461	0.046882
0.012855	0.298215	0.071594
0.016242	0.392274	0.089390
0.012282	0.426160	0.075816
0.013163	0.494106	0.083972
0.011501	0.528848	0.046523
0.008715	0.526435	0.026512
0.011892	0.546788	0.029482
0.014304	0.579212	0.060380
0.013027	0.721107	0.063345
0.010423	0.705680	0.045825
0.013697	0.746562	0.055628
0.014567	0.768955	0.072873
0.009753	0.793941	0.084234
0.012993	0.752718	0.107412
0.011659	0.814416	0.078197
0.013897	0.860958	0.036050
0.013445	0.961965	0.086761
0.013596	0.891115	0.048923
0.016713	0.068627	0.091834
0.012531	0.065842	0.062856
0.009953	0.107072	0.057792
0.010938	0.138730	0.109799
0.012642	0.173966	0.089550
0.011663	0.227476	0.086693
