0.010142	0.008544	0.008272
0.014965	0.032241	0.010908
0.018077	0.063161	0.014295
0.015120	0.162924	0.010911
0.015629	0.192619	0.009842
0.013175	0.268055	0.009797
0.016003	0.295280	0.011084
0.009018	0.318545	0.006240
0.015372	0.359810	0.010079
0.016208	0.389509	0.011622
0.012981	0.439357	0.011489
0.009933	0.480494	0.006830
0.010973	0.498802	0.007116
0.009750	0.517711	0.007882
0.002874	0.526672	0.001077
0.009921	0.552878	0.008346
0.012868	0.602912	0.010296
0.006164	0.620966	0.004824
0.012833	0.679735	0.008215
0.011742	0.702407	0.009564
0.010620	0.743038	0.006292
0.010093	0.789959	0.009348
0.010406	0.808552	0.005110
0.015757	0.831528	0.012635
0.012188	0.885645	0.009721
0.008955	0.917533	0.004924
0.014372	0.941832	0.010330
0.014796	0.013295	0.031049
0.011393	0.065055	0.040301
0.010368	0.085069	0.032273
0.014489	0.093357	0.010549
0.011572	0.179005	0.030108
0.013268	0.220506	0.010387
0.012210	0.257653	0.029260
0.010771	0.298453	0.033594
0.009588	0.335768	0.008937
0.016410	0.372521	0.036227
0.008072	0.395005	0.034305
0.012127	0.416428	0.008223
0.010384	0.461750	0.007587
0.002510	0.450842	0.002413
0.008804	0.509264	0.021003
0.009043	0.526026	0.024631
0.010336	0.535514	0.008826
0.007473	0.585887	0.006283
0.010247	0.620577	0.020025
0.014364	0.640590	0.010144
0.010734	0.689142	0.025851
0.011749	0.723464	0.010427
0.015916	0.766195	0.012515
0.011629	0.783552	0.029971
0.012619	0.806395	0.023722
0.015236	0.859940	0.011113
0.008282	0.903898	0.011748
0.003000	0.926226	0.010348
0.014513	0.988229	0.011081
0.015205	0.012524	0.058148
0.013562	0.040788	0.035625
0.015128	0.121958	0.010186
0.005298	0.143413	0.005005
0.009102	0.141652	0.019035
0.017146	0.205576	0.036027
0.010848	0.244503	0.010009
0.009690	0.278809	0.029720
0.008326	0.286639	0.045679
0.012860	0.319166	0.025842
0.009196	0.409535	0.041362
0.009595	0.408357	0.025419
0.009141	0.425065	0.026595
0.011038	0.474465	0.023676
0.008292	0.492979	0.023452
0.014697	0.538218	0.043967
0.008337	0.543432	0.023502
0.010643	0.570798	0.008834
0.016332	0.636858	0.037060
0.008759	0.660713	0.007035
0.015426	0.712260	0.033810
0.015560	0.741844	0.029365
0.008923	0.764178	0.036302
0.014554	0.801188	0.045908
0.011524	0.848080	0.032864
0.010980	0.897129	0.029087
0.013240	0.955644	0.030839
0.011119	0.965064	0.009430
0.005882	0.995706	0.028631
0.010393	0.008450	0.083218
0.013254	0.040066	0.060440
0.010585	0.080845	0.051335
0.016002	0.154320	0.038343
0.008456	0.175845	0.047162
0.015526	0.191984	0.061743
0.014742	0.233677	0.032295
0.010025	0.248755	0.048493
0.011525	0.327990	0.046491
0.013366	0.343677	0.029680
0.007155	0.392162	0.048116
0.012364	0.441622	0.037182
0.009606	0.455694	0.024044
0.008600	0.485564	0.036792
0.015922	0.508171	0.041617
0.010764	0.561119	0.026118
0.012179	0.583872	0.026211
0.011274	0.605826	0.032677
0.013966	0.664675	0.028302
0.013463	0.684981	0.045918
0.008508	0.730867	0.047438
0.013163	0.749612	0.055290
0.015663	0.776588	0.055768
0.012437	0.825835	0.037732
0.011539	0.875509	0.029362
0.014413	0.920743	0.025863
0.006861	0.983911	0.030122
0.006336	0.972998	0.024430
0.011665	0.063171	0.082555
0.010032	0.025880	0.075905
0.006149	0.053295	0.049770
0.010012	0.107475	0.027283
0.012384	0.127937	0.035403
0.014096	0.164213	0.064291
0.019383	0.225601	0.064834
0.011626	0.269136	0.048147
0.013293	0.305848	0.053161
0.015452	0.352162	0.055098
0.015087	0.407803	0.062360
0.006695	0.423960	0.041491
0.010498	0.464031	0.040338
0.016121	0.481250	0.058080
0.005728	0.521981	0.055829
0.016807	0.567951	0.050183
0.009516	0.592130	0.045637
0.015736	0.614177	0.056536
0.017956	0.659763	0.058241
0.009857	0.702805	0.055774
0.008805	0.719120	0.056207
0.010257	0.760751	0.073826
0.014984	0.843038	0.057527
0.009757	0.863618	0.045057
0.013463	0.885953	0.049348
0.015315	0.912025	0.050588
0.009801	0.974091	0.041378
0.009996	0.992697	0.043102
0.010679	0.043935	0.082302
0.010382	0.063525	0.061722
0.015261	0.104999	0.048540
0.006052	0.125032	0.052740
0.011452	0.140235	0.059375
0.011539	0.201906	0.083499
0.012314	0.219381	0.095162
0.012555	0.256875	0.066973
0.011992	0.284543	0.064836
0.017208	0.325952	0.073029
0.013408	0.379795	0.063507
0.003420	0.425679	0.066022
0.009601	0.430855	0.054926
0.011392	0.452522	0.056369
0.012511	0.507519	0.066875
0.015040	0.533141	0.071178
0.005025	0.576134	0.070143
0.011426	0.590859	0.065360
0.006927	0.635809	0.058038
0.013924	0.663184	0.087192
0.015219	0.687536	0.073558
0.006620	0.732076	0.061673
0.011717	0.781460	0.081081
0.011189	0.799967	0.069358
0.011395	0.819038	0.058451
0.014921	0.868193	0.067542
0.015588	0.895608	0.075621
0.011572	0.936753	0.043993
0.012508	0.982904	0.060704
0.012858	0.027226	0.095837
0.019098	0.090892	0.076236
0.012928	0.120633	0.070549
0.019646	0.146063	0.088972
0.013147	0.178628	0.085394
0.006198	0.244218	0.080216
0.013180	0.292078	0.088395
0.007864	0.302254	0.072365
0.015098	0.350645	0.092904
0.007738	0.348795	0.074039
0.007209	0.393216	0.077439
0.009786	0.424437	0.078416
0.008926	0.439446	0.069803
0.015599	0.460914	0.079800
0.012783	0.514590	0.089310
0.015001	0.558835	0.078162
0.012132	0.608214	0.082414
0.016561	0.635208	0.079250
0.012386	0.707267	0.091154
0.010138	0.712212	0.071693
0.017380	0.735519	0.083669
0.015842	0.824292	0.081011
0.010309	0.849103	0.081434
0.017455	0.871560	0.096544
0.007099	0.916069	0.069893
0.012850	0.934415	0.067027
0.014029	0.957644	0.056449
0.015154	0.051171	0.106229
0.012457	0.075711	0.101164
0.007043	0.086874	0.116136
0.012697	0.115706	0.094318
0.011819	0.170240	0.105836
0.016209	0.196426	0.109099
0.009319	0.272661	0.080362
0.006856	0.303174	0.102808
0.007964	0.312239	0.092513
0.009558	0.328613	0.097247
0.008195	0.363685	0.075045
0.014947	0.378456	0.091761
0.010450	0.406988	0.086243
0.008533	0.439965	0.086103
0.015692	0.489483	0.086004
0.017819	0.539521	0.102047
0.014925	0.583547	0.088533
0.012303	0.625505	0.103175
0.011301	0.646155	0.103616
0.014463	0.685178	0.101815
0.011466	0.721033	0.107064
0.013873	0.762025	0.095252
0.010323	0.801421	0.088921
0.016099	0.840508	0.105166
0.011469	0.919794	0.085545
0.010823	0.939560	0.089277
0.007908	0.952138	0.076518
0.008495	0.967994	0.074788
0.011514	0.007570	0.104772
0.013103	0.086954	0.134809
0.010393	0.096273	0.102780
0.007677	0.128025	0.108755
0.011064	0.153781	0.118652
0.014819	0.201694	0.138882
0.008768	0.257015	0.085841
0.015727	0.269777	0.104213
0.011496	0.316917	0.111191
0.014038	0.340109	0.116952
0.011566	0.363486	0.113523
0.013854	0.425681	0.100341
0.010955	0.449106	0.102530
0.012564	0.471339	0.104025
0.009674	0.514521	0.109685
0.011139	0.578885	0.113412
0.009377	0.564446	0.101344
0.015182	0.602548	0.108164
0.010328	0.664453	0.110070
0.012315	0.676594	0.127032
0.008236	0.723634	0.125064
0.014625	0.743668	0.114572
0.007719	0.765728	0.114381
0.010138	0.814610	0.103537
0.013662	0.861698	0.122825
0.018559	0.903200	0.107434
0.014145	0.961527	0.095472
0.015361	0.988024	0.085282
0.016124	0.026355	0.122330
0.010286	0.070481	0.121250
0.016118	0.109823	0.122250
0.005959	0.139934	0.111782
0.014396	0.175602	0.129164
0.014838	0.223825	0.121328
0.014038	0.241713	0.099489
0.009862	0.291006	0.111330
0.010620	0.302865	0.124905
0.006234	0.356631	0.129647
0.009192	0.381440	0.115457
0.014051	0.400391	0.107477
0.006653	0.443313	0.118157
0.008966	0.458562	0.119433
0.009221	0.492366	0.108825
0.013423	0.503298	0.126801
0.019643	0.557478	0.132406
0.008430	0.611274	0.141526
0.012016	0.623057	0.125574
0.011499	0.666573	0.147715
0.014443	0.701736	0.121961
0.013855	0.763065	0.133373
0.015641	0.786755	0.107017
0.009252	0.806680	0.119681
0.008772	0.822796	0.119903
0.009126	0.882595	0.123364
0.006623	0.927456	0.100989
0.010934	0.940087	0.126780
0.010299	0.980814	0.107277
0.005827	0.005115	0.121891
0.015154	0.052050	0.135932
0.011723	0.100950	0.153739
0.011346	0.134109	0.126324
0.016163	0.150970	0.144864
0.015797	0.227192	0.152541
0.014030	0.251190	0.123468
0.017859	0.278930	0.135996
0.007390	0.344704	0.135452
0.002059	0.520547	0.179359
0.010186	0.372692	0.131806
0.008816	0.392341	0.128520
0.019855	0.420909	0.130599
0.013194	0.479056	0.126076
0.011866	0.527012	0.126942
0.008238	0.513036	0.143884
0.006211	0.590526	0.124838
0.008004	0.603684	0.129065
0.015000	0.649696	0.128314
0.013312	0.690994	0.146877
0.011118	0.714428	0.141246
0.011108	0.735867	0.138257
0.015100	0.790587	0.134886
0.010576	0.815554	0.137002
0.013729	0.838545	0.133887
0.007831	0.927772	0.114316
0.008931	0.942965	0.108023
0.016077	0.964538	0.124330
0.006436	0.995542	0.105427
0.018330	0.015195	0.150979
0.015916	0.073616	0.156402
0.012348	0.123118	0.146091
0.016134	0.178479	0.156992
0.012569	0.204406	0.165930
0.005852	0.237921	0.135819
0.012902	0.268010	0.164113
0.010589	0.314569	0.152112
0.012213	0.322226	0.132908
0.012431	0.357780	0.148241
0.014897	0.382416	0.153129
0.008076	0.399258	0.142698
0.010411	0.448531	0.133973
0.011807	0.493424	0.147921
0.012287	0.531730	0.148955
0.005937	0.548105	0.155556
0.014627	0.588521	0.144315
0.011530	0.609000	0.159704
0.015128	0.632324	0.149649
0.005615	0.706700	0.155445
0.015447	0.751304	0.157365
0.011993	0.775097	0.155178
0.006086	0.791551	0.153800
0.010369	0.806213	0.154288
0.013142	0.893468	0.141480
0.013673	0.917711	0.132618
0.010849	0.958624	0.147712
0.011602	0.990913	0.124788
0.014934	0.011534	0.181777
0.015584	0.044129	0.163839
0.015131	0.119833	0.171896
0.006414	0.135779	0.159568
0.019612	0.152027	0.179388
0.008001	0.247361	0.165147
0.011959	0.252479	0.146991
0.006594	0.297888	0.152137
0.007034	0.302896	0.140678
0.005868	0.330180	0.186733
0.007589	0.315196	0.184568
0.007487	0.346310	0.164224
0.014513	0.409704	0.161692
0.016207	0.467156	0.149592
0.014682	0.511364	0.165367
0.016125	0.538287	0.174727
0.016204	0.567299	0.165323
0.008810	0.591295	0.166337
0.011788	0.652435	0.165198
0.016154	0.677933	0.172190
0.014120	0.724456	0.161840
0.014161	0.769700	0.180327
0.010569	0.790769	0.168411
0.010132	0.859918	0.178355
0.018875	0.864204	0.151961
0.012328	0.936576	0.148202
0.015081	0.984189	0.149148
0.009613	0.009388	0.205930
0.013854	0.065348	0.182583
0.009766	0.096970	0.174195
0.009636	0.127383	0.194650
0.015319	0.144571	0.212146
0.014987	0.185107	0.184214
0.011831	0.233378	0.177888
0.011342	0.254395	0.182700
0.007895	0.286937	0.159570
0.011987	0.303252	0.169612
0.011171	0.335606	0.149792
0.013701	0.389460	0.178765
0.016131	0.439325	0.158283
0.008338	0.459068	0.172276
0.015509	0.483535	0.172822
0.018129	0.559487	0.198407
0.012825	0.585681	0.185629
0.008744	0.603832	0.178149
0.011132	0.655402	0.187416
0.010156	0.702897	0.170033
0.014118	0.742655	0.181781
0.014963	0.777293	0.208065
